,all_businesses,food,nightlife,shopping,fitness,selfcare,auto,home,health,geoid,population_total,population_total_male,population_total_female,population_total_under_18,population_total_18_to_65,population_total_65_and_over,population_male_under_18,population_female_under_18,population_male_18_to_64,population_female_18_to_64,population_male_65_and_over,population_female_65_and_over,population_total_white,population_total_non_white,median_income,area_mi2,population_density,food_predicted,food_error,auto_predicted,auto_error,nightlife_predicted,nightlife_error,shopping_predicted,shopping_error,fitness_predicted,fitness_error,selfcare_predicted,selfcare_error,home_predicted,home_error,health_predicted,health_error,geographic_area_name
1368,225,96,29,84,24,20,18,17,18,37025041303,9871,4621,5250,3198,5985,688,1658,1540,2777,3208,186,502,5921,4193,53808,7.982225446,1236.622552,64.295,-31.705,24.674,6.6739999999999995,64.288,35.288000000000004,50.919,-33.080999999999996,15.853,-8.147,30.54,10.54,32.235,15.235,18.629,0.629,"Census Tract 413.03, Cabarrus County, North Carolina"
1369,60,30,7,9,1,8,8,5,4,37025041501,11076,5363,5713,3262,6817,997,1641,1621,3252,3565,470,527,7420,4068,46871,10.68191583,1036.8926490000001,18.267,-11.732999999999999,3.022,-4.978,10.218,3.218,13.218,4.218,5.032,4.032,6.272,-1.7280000000000002,7.044,2.044,5.478,1.4780000000000002,"Census Tract 415.01, Cabarrus County, North Carolina"
1370,17,7,0,4,1,2,0,2,2,37025041502,7733,3753,3980,1990,4708,1035,951,1039,2388,2320,414,621,6359,1431,36600,14.32801288,539.711966,9.016,2.016,2.455,2.455,-0.924,-0.924,0.7909999999999999,-3.2089999999999996,1.3519999999999999,0.35200000000000004,1.6440000000000001,-0.35600000000000004,0.129,-1.871,1.567,-0.433,"Census Tract 415.02, Cabarrus County, North Carolina"
1371,1,0,0,0,0,0,0,1,0,37025041503,3960,1915,2045,1021,2566,373,513,508,1243,1323,159,214,2873,1173,41783,8.280922957000001,478.20756460000007,4.449,4.449,0.8370000000000001,0.8370000000000001,-1.8769999999999998,-1.8769999999999998,-0.485,-0.485,0.272,0.272,0.509,0.509,-0.098,-1.0979999999999999,-0.306,-0.306,"Census Tract 415.03, Cabarrus County, North Carolina"
1372,25,12,4,3,2,2,1,7,0,37025041601,8198,4119,4079,1776,5234,1188,835,941,2692,2542,592,596,7274,1102,35000,55.82914239,146.8408729,14.232999999999999,2.233,4.5680000000000005,3.568,1.683,-2.3169999999999997,2.525,-0.475,2.336,0.336,1.764,-0.23600000000000002,2.096,-4.904,1.5230000000000001,1.5230000000000001,"Census Tract 416.01, Cabarrus County, North Carolina"
1373,1,0,0,0,1,0,0,0,0,37025041602,3798,1891,1907,721,2551,526,415,306,1213,1338,263,263,3289,658,30591,22.27458758,170.5082074,5.211,5.211,1.2329999999999999,1.2329999999999999,-2.309,-2.309,-1.7590000000000001,-1.7590000000000001,0.165,-0.835,0.149,0.149,0.98,0.98,0.489,0.489,"Census Tract 416.02, Cabarrus County, North Carolina"
1374,38,20,7,8,0,4,7,4,1,37025041901,2363,1179,1184,763,1386,214,342,421,747,639,90,124,1083,1330,20280,1.552882418,1521.6863640000001,10.399000000000001,-9.601,4.0569999999999995,-2.943,10.084,3.0839999999999996,9.695,1.695,2.494,2.494,2.4290000000000003,-1.571,3.907,-0.09300000000000001,1.219,0.21899999999999997,"Census Tract 419.01, Cabarrus County, North Carolina"
1375,40,20,4,5,4,3,4,3,1,37025041902,4290,1952,2338,1410,2426,454,716,694,1110,1316,126,328,2121,2319,21576,1.124000141,3816.725501,9.809,-10.191,4.765,0.765,11.110999999999999,7.111000000000001,10.696,5.696000000000001,2.637,-1.3630000000000002,2.98,-0.02,4.566,1.5659999999999998,4.053,3.053,"Census Tract 419.02, Cabarrus County, North Carolina"
1376,37,12,2,8,4,8,10,5,0,37025042000,4834,2402,2432,1030,3098,706,531,499,1598,1500,273,433,3238,1805,22301,6.476815447000001,746.3544453,12.234000000000002,0.23399999999999999,6.697,-3.303,5.127000000000001,3.127,9.799,1.7990000000000002,3.697,-0.303,2.3080000000000003,-5.692,9.546,4.546,7.944,7.944,"Census Tract 420, Cabarrus County, North Carolina"
1377,5,1,0,0,2,1,1,1,0,37025042101,3156,1582,1574,868,1956,332,487,381,953,1003,142,190,796,2366,21769,1.416306888,2228.330616,5.04,4.04,2.741,1.7409999999999999,-0.556,-0.556,0.8270000000000001,0.8270000000000001,0.321,-1.679,0.055999999999999994,-0.9440000000000001,1.6680000000000001,0.6679999999999999,1.4,1.4,"Census Tract 421.01, Cabarrus County, North Carolina"
1378,16,8,3,3,3,2,2,2,0,37025042200,7324,4162,3162,1657,4461,1206,1076,581,2513,1948,573,633,6445,946,30128,5.226018198999999,1401.449387,12.307,4.3069999999999995,4.146,2.146,1.746,-1.254,2.699,-0.301,1.122,-1.8780000000000001,1.36,-0.64,2.412,0.41200000000000003,1.103,1.103,"Census Tract 422, Cabarrus County, North Carolina"
1379,50,19,6,8,1,5,3,6,4,37025042300,4336,1969,2367,1035,2503,798,526,509,1145,1358,298,500,2814,1762,23198,2.106319322,2058.567262,12.672,-6.327999999999999,5.294,2.294,7.466,1.466,8.661,0.6609999999999999,3.937,2.937,3.4360000000000004,-1.564,2.1390000000000002,-3.861,3.835,-0.165,"Census Tract 423, Cabarrus County, North Carolina"
1380,84,37,7,20,9,4,8,7,14,37025042401,3387,1661,1726,629,1959,799,378,251,945,1014,338,461,2852,620,32359,4.336730333,781.0031382999999,18.827,-18.173,9.446,1.446,21.115,14.115,17.617,-2.383,5.79,-3.21,11.690999999999999,7.691,13.088,6.087999999999999,6.484,-7.516,"Census Tract 424.01, Cabarrus County, North Carolina"
1381,40,21,2,5,0,4,5,6,0,37025042402,6186,2951,3235,1675,3780,731,768,907,1930,1850,253,478,3210,3222,23939,2.040763809,3031.218005,9.442,-11.558,4.332,-0.6679999999999999,7.144,5.144,8.538,3.5380000000000003,2.735,2.735,1.375,-2.625,3.615,-2.385,4.079,4.079,"Census Tract 424.02, Cabarrus County, North Carolina"
1382,39,19,6,8,6,5,5,4,3,37025042501,4100,1994,2106,667,2792,641,379,288,1328,1464,287,354,3084,1093,42717,4.251082449,964.4602401000001,16.533,-2.467,4.3260000000000005,-0.674,9.629,3.6289999999999996,9.823,1.8230000000000002,3.14,-2.86,6.356,1.3559999999999999,7.9910000000000005,3.991,5.515,2.515,"Census Tract 425.01, Cabarrus County, North Carolina"
1383,18,7,0,5,1,0,7,2,0,37025042502,2422,1270,1152,474,1596,352,304,170,813,783,153,199,1751,707,25692,1.3272277140000002,1824.8564079999999,4.897,-2.103,2.971,-4.029,1.5090000000000001,1.5090000000000001,4.323,-0.677,1.34,0.34,1.1320000000000001,1.1320000000000001,5.941,3.9410000000000003,0.623,0.623,"Census Tract 425.02, Cabarrus County, North Carolina"
1384,41,13,3,6,1,5,9,8,5,37025042503,4222,2004,2218,1078,2605,539,536,542,1243,1362,225,314,2962,1309,32250,2.175382187,1940.80839,9.434,-3.5660000000000003,5.239,-3.761,2.049,-0.951,9.457,3.457,3.6860000000000004,2.6860000000000004,4.151,-0.8490000000000001,6.949,-1.051,3.9730000000000003,-1.0270000000000001,"Census Tract 425.03, Cabarrus County, North Carolina"
1385,15,8,4,3,1,1,2,3,0,37025042504,1531,740,791,320,1019,192,98,222,557,462,85,107,1380,162,42601,2.562802498,597.3928935,6.917999999999999,-1.082,1.482,-0.518,4.008,0.008,3.177,0.177,1.266,0.266,1.944,0.9440000000000001,2.291,-0.7090000000000001,0.7929999999999999,0.7929999999999999,"Census Tract 425.04, Cabarrus County, North Carolina"
1386,5,3,1,1,0,0,1,0,0,37025042601,5142,2544,2598,1159,3063,920,675,484,1505,1558,364,556,4365,833,38839,3.353095316,1533.50845,7.426,4.426,0.746,-0.254,-1.6580000000000001,-2.658,0.361,-0.639,0.43,0.43,1.213,1.213,-0.018000000000000002,-0.018000000000000002,-0.175,-0.175,"Census Tract 426.01, Cabarrus County, North Carolina"
1387,107,51,25,17,11,5,19,7,0,37025042602,4076,1919,2157,1145,2656,275,622,523,1213,1443,84,191,2943,1142,24232,5.110688326,797.5442327999999,34.187,-16.813,8.675,-10.325,30.234,5.234,30.706999999999997,13.707,9.004,-1.996,10.628,5.627999999999999,17.297,10.297,3.654,3.654,"Census Tract 426.02, Cabarrus County, North Carolina"
1388,33,11,9,4,5,6,5,3,2,37025042603,7386,3684,3702,1720,4748,918,844,876,2490,2258,350,568,5994,1608,40800,8.603195092,858.5182506000001,20.346,9.346,3.637,-1.3630000000000002,3.386,-5.614,6.5360000000000005,2.536,3.238,-1.7619999999999998,4.4910000000000005,-1.5090000000000001,5.966,2.966,4.917,2.917,"Census Tract 426.03, Cabarrus County, North Carolina"
1389,63,31,8,6,3,12,7,4,6,37025042604,5141,2384,2757,1208,3280,653,612,596,1531,1749,241,412,3934,1376,31425,3.632441772,1415.3014210000001,17.389,-13.610999999999999,4.202,-2.798,14.602,6.602,15.142000000000001,9.142000000000001,4.921,1.921,6.305,-5.695,6.1610000000000005,2.161,9.366,3.366,"Census Tract 426.04, Cabarrus County, North Carolina"
1390,1,0,0,0,0,0,0,1,0,37071030101,3545,1844,1701,826,2144,575,452,374,1158,986,234,341,3349,205,33246,14.97617493,236.70930780000003,3.8089999999999997,3.8089999999999997,1.1059999999999999,1.1059999999999999,-2.6060000000000003,-2.6060000000000003,-1.263,-1.263,0.215,0.215,-0.276,-0.276,-0.489,-1.489,-0.129,-0.129,"Census Tract 301.01, Gaston County, North Carolina"
1391,4,1,0,0,0,0,2,2,1,37071030102,4093,2007,2086,895,2576,622,459,436,1283,1293,265,357,2832,1293,30422,5.216512364,784.6238472,5.756,4.756,1.874,-0.126,-3.799,-3.799,-0.10800000000000001,-0.10800000000000001,1.003,1.003,0.255,0.255,1.0170000000000001,-0.983,0.249,-0.7509999999999999,"Census Tract 301.02, Gaston County, North Carolina"
1392,3,3,0,0,0,0,0,0,0,37071030203,2357,1150,1207,485,1469,403,301,184,666,803,183,220,2274,101,27917,9.313862061,253.0636576,2.847,-0.153,1.159,1.159,-0.205,-0.205,0.09,0.09,0.079,0.079,-0.444,-0.444,-0.77,-0.77,0.10099999999999999,0.10099999999999999,"Census Tract 302.03, Gaston County, North Carolina"
1393,7,7,0,0,0,0,0,0,0,37071030204,3538,1774,1764,884,2044,610,440,444,1068,976,266,344,2837,701,32766,9.482582913,373.1050951,3.1710000000000003,-3.8289999999999997,0.8290000000000001,0.8290000000000001,2.14,2.14,0.561,0.561,0.326,0.326,0.122,0.122,-0.594,-0.594,0.203,0.203,"Census Tract 302.04, Gaston County, North Carolina"
1394,1,1,0,0,0,0,0,0,0,37071030205,4112,2179,1933,1090,2417,605,614,476,1314,1103,251,354,3907,289,26510,7.716055885,532.9147509,4.2219999999999995,3.222,1.578,1.578,-1.959,-1.959,-0.973,-0.973,0.469,0.469,-0.693,-0.693,-1.291,-1.291,-0.105,-0.105,"Census Tract 302.05, Gaston County, North Carolina"
1395,4,2,0,0,0,0,0,0,0,37071030302,2704,1303,1401,643,1668,393,282,361,852,816,169,224,2281,585,22150,9.640441939,280.4850667,2.29,0.29,1.6230000000000002,1.6230000000000002,-0.075,-0.075,-0.927,-0.927,0.261,0.261,-0.958,-0.958,-0.508,-0.508,0.026000000000000002,0.026000000000000002,"Census Tract 303.02, Gaston County, North Carolina"
1396,7,6,0,1,0,0,0,0,0,37071030402,4628,2257,2371,999,3081,548,468,531,1559,1522,230,318,4116,575,26469,13.32432565,347.3346512,5.882999999999999,-0.11699999999999999,1.459,1.459,0.071,0.071,-0.932,-1.932,0.287,0.287,-0.366,-0.366,-0.158,-0.158,-0.384,-0.384,"Census Tract 304.02, Gaston County, North Carolina"
1397,13,10,1,1,0,1,1,1,0,37071030901,2114,1002,1112,420,1329,365,214,206,618,711,170,195,1707,481,20149,1.7617551919999999,1199.939702,4.64,-5.36,2.033,1.033,3.875,2.875,2.512,1.5119999999999998,0.9790000000000001,0.9790000000000001,0.003,-0.997,-0.06,-1.06,1.148,1.148,"Census Tract 309.01, Gaston County, North Carolina"
1398,4,3,0,0,0,0,0,0,1,37071030902,3355,1647,1708,768,2121,466,395,373,1063,1058,189,277,1795,1713,19544,3.2422087060000004,1034.7884119999999,3.81,0.81,1.857,1.857,-0.46299999999999997,-0.46299999999999997,-0.778,-0.778,-0.035,-0.035,-0.653,-0.653,-0.3,-0.3,-0.07,-1.07,"Census Tract 309.02, Gaston County, North Carolina"
1399,3,0,1,0,0,0,1,0,0,37071031001,3372,1626,1746,881,2130,361,424,457,1021,1109,181,180,2978,481,19141,5.280384858,638.589817,5.13,5.13,1.811,0.8109999999999999,-2.165,-3.165,-0.836,-0.836,0.141,0.141,-0.762,-0.762,-0.225,-0.225,-0.945,-0.945,"Census Tract 310.01, Gaston County, North Carolina"
1400,1,0,0,0,1,0,0,0,0,37071031003,4051,1904,2147,791,2560,700,327,464,1258,1302,319,381,3829,290,31387,4.9823193969999995,813.0751317,5.185,5.185,0.9540000000000001,0.9540000000000001,-2.315,-2.315,-1.922,-1.922,0.075,-0.925,0.184,0.184,0.835,0.835,0.583,0.583,"Census Tract 310.03, Gaston County, North Carolina"
1401,4,3,0,0,0,0,0,1,0,37071031004,2631,1212,1419,461,1685,485,118,343,905,780,189,296,2099,545,24248,2.251225392,1168.696839,3.841,0.841,1.645,1.645,-0.172,-0.172,-1.13,-1.13,0.086,0.086,-0.653,-0.653,-0.331,-1.331,0.182,0.182,"Census Tract 310.04, Gaston County, North Carolina"
1402,13,8,1,2,0,2,1,0,0,37071031101,2786,1217,1569,618,1803,365,343,275,734,1069,140,225,2040,804,26320,3.348336993,832.0548398,5.231,-2.7689999999999997,1.3,0.3,2.338,1.338,2.46,0.46,0.727,0.727,0.539,-1.4609999999999999,0.455,0.455,1.5590000000000002,1.5590000000000002,"Census Tract 311.01, Gaston County, North Carolina"
1403,28,21,3,3,2,2,0,3,2,37071031102,2067,960,1107,400,1317,350,220,180,584,733,156,194,1528,565,28051,1.346302319,1535.316378,7.5489999999999995,-13.450999999999999,2.77,2.77,11.16,8.16,6.215,3.215,1.345,-0.655,2.6460000000000004,0.6459999999999999,1.178,-1.8219999999999998,2.9160000000000004,0.9159999999999999,"Census Tract 311.02, Gaston County, North Carolina"
1404,9,3,2,3,3,1,1,1,0,37071031201,3531,1931,1600,683,2436,412,459,224,1245,1191,227,185,2811,729,28977,1.80885618,1952.062325,9.371,6.371,3.073,2.073,0.5710000000000001,-1.429,0.027000000000000003,-2.9730000000000003,0.523,-2.477,0.8690000000000001,-0.131,2.5660000000000003,1.5659999999999998,0.6409999999999999,0.6409999999999999,"Census Tract 312.01, Gaston County, North Carolina"
1405,5,2,0,0,0,0,0,1,0,37071031202,2298,1114,1184,316,1707,275,147,169,872,835,95,180,2012,311,18861,2.1798300840000002,1054.210609,5.289,3.2889999999999997,2.201,2.201,-1.3019999999999998,-1.3019999999999998,-1.632,-1.632,0.314,0.314,-0.184,-0.184,-0.934,-1.9340000000000002,0.26,0.26,"Census Tract 312.02, Gaston County, North Carolina"
1406,8,4,1,1,1,0,0,1,1,37071031301,3785,1846,1939,910,2433,442,453,457,1218,1215,175,267,2939,980,22171,4.376678393,864.8110874,6.483,2.483,2.441,2.441,-0.254,-1.254,0.099,-0.9009999999999999,0.7829999999999999,-0.217,0.239,0.239,-0.20800000000000002,-1.208,0.618,-0.382,"Census Tract 313.01, Gaston County, North Carolina"
1407,104,55,18,32,9,7,9,14,2,37071031302,5073,2617,2456,1065,3280,728,590,475,1780,1500,247,481,3292,1956,20389,4.577079699,1108.3486269999999,35.036,-19.964000000000002,14.062000000000001,5.062,32.343,14.343,26.427,-5.5729999999999995,8.565,-0.435,10.039,3.0389999999999997,11.049000000000001,-2.951,6.107,4.107,"Census Tract 313.02, Gaston County, North Carolina"
1408,2,0,0,1,1,0,0,1,0,37071031401,2739,1050,1689,790,1608,341,313,477,631,977,106,235,1575,1380,26750,1.855651762,1476.031256,2.94,2.94,1.849,1.849,-1.102,-1.102,-0.226,-1.226,0.145,-0.855,0.302,0.302,0.36,-0.64,1.595,1.595,"Census Tract 314.01, Gaston County, North Carolina"
1409,4,2,0,0,0,1,0,1,0,37071031402,2562,1310,1252,465,1464,633,324,141,717,747,269,364,2490,80,25171,1.6206858180000001,1580.8122529999998,3.359,1.359,1.953,1.953,-0.99,-0.99,0.415,0.415,0.083,0.083,-0.348,-1.348,-0.706,-1.706,0.78,0.78,"Census Tract 314.02, Gaston County, North Carolina"
1410,10,6,1,1,0,1,1,0,0,37071031500,3374,1554,1820,776,1904,694,341,435,901,1003,312,382,2228,1148,15212,4.718936721,714.9915754,4.708,-1.2919999999999998,2.267,1.2670000000000001,1.483,0.483,2.095,1.095,0.215,0.215,-0.66,-1.66,-0.8370000000000001,-0.8370000000000001,-0.025,-0.025,"Census Tract 315, Gaston County, North Carolina"
1411,51,30,10,5,2,5,6,6,1,37071031900,2471,1149,1322,511,1558,402,217,294,745,813,187,215,631,1944,12940,1.323760517,1866.651836,14.383,-15.617,5.037,-0.963,16.05,6.05,13.345999999999998,8.346,3.3710000000000004,1.371,3.236,-1.764,4.077,-1.923,3.554,2.5540000000000003,"Census Tract 319, Gaston County, North Carolina"
1412,7,2,2,3,0,0,1,1,0,37071032000,2764,1521,1243,624,1893,247,343,281,1096,797,82,165,1273,1547,16675,1.6468002240000001,1678.406379,7.952999999999999,5.952999999999999,2.833,1.8330000000000002,-0.61,-2.61,-0.917,-3.917,0.145,0.145,-0.483,-0.483,-0.083,-1.083,-1.3230000000000002,-1.3230000000000002,"Census Tract 320, Gaston County, North Carolina"
1413,92,35,6,33,4,11,10,4,15,37071032100,2982,1289,1693,774,1604,604,396,378,659,945,234,370,1573,1564,16290,1.736418396,1717.3280399999999,19.6,-15.4,8.67,-1.33,19.756,13.755999999999998,19.063,-13.937000000000001,6.004,2.004,11.374,0.374,11.078,7.077999999999999,8.079,-6.921,"Census Tract 321, Gaston County, North Carolina"
1414,31,13,3,5,2,1,9,1,0,37071032200,4469,2143,2326,944,2908,617,533,411,1355,1553,255,362,3638,926,25281,2.7551014510000003,1622.081829,10.182,-2.818,2.4819999999999998,-6.518,3.2939999999999996,0.294,7.81,2.81,2.639,0.639,2.431,1.431,7.354,6.354,1.3530000000000002,1.3530000000000002,"Census Tract 322, Gaston County, North Carolina"
1415,36,18,6,6,2,3,4,1,2,37071032301,2261,1082,1179,486,1438,337,250,236,720,718,112,225,1902,381,30070,2.576654299,877.4945092,11.151,-6.849,2.052,-1.9480000000000002,9.456,3.4560000000000004,7.516,1.516,2.701,0.701,3.4739999999999998,0.474,3.478,2.478,2.395,0.395,"Census Tract 323.01, Gaston County, North Carolina"
1416,87,43,16,21,9,8,9,9,6,37071032302,3089,1297,1792,777,1781,531,318,459,787,994,192,339,2077,1167,26611,2.165546235,1426.429947,26.645,-16.355,9.644,0.644,26.834,10.834000000000001,22.395,1.395,6.015,-2.985,10.378,2.378,11.696,2.696,8.102,2.102,"Census Tract 323.02, Gaston County, North Carolina"
1417,18,10,2,2,0,4,2,1,1,37071032401,5344,2647,2697,1335,3241,768,829,506,1586,1655,232,536,4236,1621,41566,3.840949679,1391.322576,8.459,-1.541,0.879,-1.121,1.515,-0.485,4.519,2.519,1.547,1.547,3.173,-0.8270000000000001,1.083,0.083,4.935,3.935,"Census Tract 324.01, Gaston County, North Carolina"
1418,2,0,1,0,0,1,0,1,0,37071032402,5266,2742,2524,1207,3293,766,741,466,1566,1727,435,331,4674,737,42159,8.651159791,608.7045121,6.084,6.084,0.63,0.63,-3.445,-4.445,-1.311,-1.311,0.461,0.461,0.6990000000000001,-0.301,0.48200000000000004,-0.518,0.098,0.098,"Census Tract 324.02, Gaston County, North Carolina"
1419,11,5,2,1,1,2,0,2,0,37071032502,3865,1770,2095,1093,2218,554,508,585,975,1243,287,267,3626,271,43445,7.354167737,525.5523314,5.61,0.61,1.109,1.109,1.074,-0.9259999999999999,2.048,1.048,1.43,0.43,1.53,-0.47,0.272,-1.7280000000000002,1.5959999999999999,1.5959999999999999,"Census Tract 325.02, Gaston County, North Carolina"
1420,1,0,0,0,0,0,0,1,0,37071032505,3850,1723,2127,823,2567,460,346,477,1171,1396,206,254,1848,2253,28750,1.011623949,3805.7620159999997,4.926,4.926,0.524,0.524,-3.048,-3.048,-1.232,-1.232,0.281,0.281,-0.27699999999999997,-0.27699999999999997,1.446,0.446,1.26,1.26,"Census Tract 325.05, Gaston County, North Carolina"
1421,12,8,2,2,1,1,2,1,1,37071032506,3044,1495,1549,648,2133,263,389,259,1034,1099,72,191,1854,1204,28116,1.503567134,2024.5188469999998,8.171,0.171,1.745,-0.255,1.63,-0.37,2.758,0.758,1.2990000000000002,0.299,1.218,0.218,1.959,0.9590000000000001,1.067,0.067,"Census Tract 325.06, Gaston County, North Carolina"
1422,12,5,1,2,1,1,3,2,1,37071032507,3541,1525,2016,788,2059,694,276,512,958,1101,291,403,2864,734,34104,2.472670424,1432.054982,5.672999999999999,0.6729999999999999,1.885,-1.115,0.302,-0.698,2.61,0.61,0.9229999999999999,-0.077,1.446,0.446,2.745,0.745,1.48,0.48,"Census Tract 325.07, Gaston County, North Carolina"
1423,5,2,0,0,0,1,3,0,0,37071032508,2557,1279,1278,516,1529,512,283,233,808,721,188,324,2245,330,29704,3.13403987,815.8798567000001,2.9539999999999997,0.9540000000000001,1.393,-1.607,0.133,0.133,1.854,1.854,0.23600000000000002,0.23600000000000002,-0.188,-1.188,1.204,1.204,1.168,1.168,"Census Tract 325.08, Gaston County, North Carolina"
1424,36,17,5,8,3,2,11,2,1,37071032600,3900,1800,2100,963,2120,817,469,494,968,1152,363,454,3094,969,34173,2.168567098,1798.422564,9.736,-7.263999999999999,2.872,-8.128,7.93,2.93,11.472000000000001,3.472,2.9130000000000003,-0.087,4.188,2.188,9.737,7.737,2.906,1.906,"Census Tract 326, Gaston County, North Carolina"
1425,14,7,0,1,2,2,1,1,0,37071032702,2233,1014,1219,416,1342,475,208,208,604,738,202,273,1651,620,31764,1.156369015,1931.044477,4.61,-2.39,2.021,1.021,3.569,3.569,2.782,1.7819999999999998,0.991,-1.0090000000000001,1.043,-0.9570000000000001,2.08,1.08,2.8939999999999997,2.8939999999999997,"Census Tract 327.02, Gaston County, North Carolina"
1426,28,8,4,8,1,5,3,3,2,37071032703,2014,953,1061,464,1194,356,260,204,545,649,148,208,1489,581,25595,0.995568663,2022.964437,9.517999999999999,1.518,3.8539999999999996,0.8540000000000001,3.677,-0.32299999999999995,5.01,-2.99,2.144,1.1440000000000001,2.173,-2.827,2.27,-0.73,2.759,0.759,"Census Tract 327.03, Gaston County, North Carolina"
1427,11,2,2,1,1,1,0,0,6,37071032704,3868,1646,2222,632,2152,1084,283,349,1039,1113,324,760,2438,1513,24200,1.42531079,2713.794091,9.357999999999999,7.358,1.659,1.659,-3.841,-5.841,0.608,-0.392,0.48100000000000004,-0.519,2.4819999999999998,1.482,-0.731,-0.731,2.129,-3.8710000000000004,"Census Tract 327.04, Gaston County, North Carolina"
1428,27,16,7,4,1,3,6,2,1,37071032800,5975,2982,2993,1421,3565,989,720,701,1869,1696,393,596,4108,1973,23576,2.6155440530000003,2284.419562,14.251,-1.749,2.842,-3.158,5.178,-1.8219999999999998,7.37,3.37,1.521,0.521,2.4130000000000003,-0.5870000000000001,3.53,1.53,1.258,0.258,"Census Tract 328, Gaston County, North Carolina"
